artist,firstName,gender,itemSession,lastName,length,level,location,sessionId,song,userId
Justin Bieber,Aleena,F,46,Kirby,229.0673,paid,"Waterloo-Cedar Falls, IA",639,44
Brandon Heath,Aleena,F,47,Kirby,232.69832,paid,"Waterloo-Cedar Falls, IA",639,44
Samael,Lily,F,0,Burns,221.33506,free,"New York-Newark-Jersey City, NY-NJ-PA",756,32
Steve Bug,Aleena,F,51,Kirby,438.67383,paid,"Waterloo-Cedar Falls, IA",639,44
Guns N' Roses,Aleena,F,52,Kirby,208.48281,paid,"Waterloo-Cedar Falls, IA",639,44
New Boyz,Aleena,F,53,Kirby,178.80771,paid,"Waterloo-Cedar Falls, IA",639,44
Train,Aleena,F,54,Kirby,216.76363,paid,"Waterloo-Cedar Falls, IA",639,44
Randy Crawford,Aleena,F,55,Kirby,270.75873,paid,"Waterloo-Cedar Falls, IA",639,44
Cro-Mags,Jacob,M,0,Rogers,206.99383,free,"San Diego-Carlsbad, CA",459,18
Animal Collective,Ryan,M,0,Smith,322.0371,free,"San Jose-Sunnyvale-Santa Clara, CA",767,26
Marisa Monte,Chloe,F,2,Cuevas,290.95138,paid,"San Francisco-Oakland-Hayward, CA",758,49
Hollywood Undead,Chloe,F,3,Cuevas,210.52036,paid,"San Francisco-Oakland-Hayward, CA",758,49
JosÃÂ© GonzÃÂ¡lez,Chloe,F,4,Cuevas,162.97751,paid,"San Francisco-Oakland-Hayward, CA",758,49
Tom Petty And The Heartbreakers,Chloe,F,5,Cuevas,241.52771,paid,"San Francisco-Oakland-Hayward, CA",758,49
Sara Bareilles,Chloe,F,6,Cuevas,233.37751,paid,"San Francisco-Oakland-Hayward, CA",758,49
Asian Dub Foundation,Chloe,F,7,Cuevas,264.69832,paid,"San Francisco-Oakland-Hayward, CA",758,49
Cast Of Camp Rock,Ayla,F,0,Johnson,190.71955,free,"Santa Rosa, CA",729,63
The Killers,Chloe,F,8,Cuevas,287.73832,paid,"San Francisco-Oakland-Hayward, CA",758,49
Yung Berg feat. Young Jeezy & Ludacris,Ayla,F,1,Johnson,177.162,free,"Santa Rosa, CA",729,63
Sin Bandera,Ayla,F,2,Johnson,252.78649,free,"Santa Rosa, CA",729,63
Black Eyed Peas,Chloe,F,9,Cuevas,229.61587,paid,"San Francisco-Oakland-Hayward, CA",758,49
OneRepublic,Ayla,F,3,Johnson,208.14322,free,"Santa Rosa, CA",729,63
Charlie Louvin,Chloe,F,10,Cuevas,170.86649,paid,"San Francisco-Oakland-Hayward, CA",758,49
Ill Nino,Chloe,F,11,Cuevas,202.57914,paid,"San Francisco-Oakland-Hayward, CA",758,49
Coldplay,Chloe,F,12,Cuevas,294.1122,paid,"San Francisco-Oakland-Hayward, CA",758,49
Kansas,Chloe,F,13,Cuevas,275.9571,paid,"San Francisco-Oakland-Hayward, CA",758,49
Kurtis Blow,Colm,M,0,Santana,353.88036,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",722,67
Chromeo,Sylvie,F,0,Cruz,171.57179,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",717,10
Beach House,Chloe,F,14,Cuevas,322.71628,paid,"San Francisco-Oakland-Hayward, CA",758,49
BeyoncÃÂ©,Chloe,F,15,Cuevas,236.35546,paid,"San Francisco-Oakland-Hayward, CA",758,49
Kid Cudi / MGMT / Ratatat,Chloe,F,16,Cuevas,295.67955,paid,"San Francisco-Oakland-Hayward, CA",758,49
Erin McKeown,Chloe,F,17,Cuevas,292.75383,paid,"San Francisco-Oakland-Hayward, CA",758,49
Andres Calamaro,Chloe,F,18,Cuevas,263.83628,paid,"San Francisco-Oakland-Hayward, CA",758,49
Akon,Chloe,F,19,Cuevas,253.77914,paid,"San Francisco-Oakland-Hayward, CA",758,49
Los Bunkers,Chloe,F,20,Cuevas,217.83465,paid,"San Francisco-Oakland-Hayward, CA",758,49
Steely Dan,Chloe,F,21,Cuevas,273.94567,paid,"San Francisco-Oakland-Hayward, CA",758,49
Aterciopelados,Chloe,F,22,Cuevas,169.45587,paid,"San Francisco-Oakland-Hayward, CA",758,49
The Avett Brothers,Chloe,F,26,Cuevas,291.36934,paid,"San Francisco-Oakland-Hayward, CA",758,49
Metallica,Chloe,F,27,Cuevas,284.86485,paid,"San Francisco-Oakland-Hayward, CA",758,49
Rihanna,Chloe,F,28,Cuevas,208.40444,paid,"San Francisco-Oakland-Hayward, CA",758,49
Sepultura,Chloe,F,29,Cuevas,238.62812,paid,"San Francisco-Oakland-Hayward, CA",758,49
Fate,Ryan,M,1,Smith,290.58567,free,"San Jose-Sunnyvale-Santa Clara, CA",783,26
Stone Temple Pilots,Chloe,F,30,Cuevas,155.24526,paid,"San Francisco-Oakland-Hayward, CA",758,49
Sean Kingston and Justin Bieber,Ryan,M,2,Smith,201.9522,free,"San Jose-Sunnyvale-Santa Clara, CA",783,26
Iron Maiden,Chloe,F,31,Cuevas,233.76934,paid,"San Francisco-Oakland-Hayward, CA",758,49
Blackalicious,Chloe,F,32,Cuevas,206.36689,paid,"San Francisco-Oakland-Hayward, CA",758,49
Deftones,Kinsley,F,2,Young,372.97587,paid,"Red Bluff, CA",776,85
Destiny's Child,Chloe,F,33,Cuevas,271.33342,paid,"San Francisco-Oakland-Hayward, CA",758,49
Cat Stevens,Chloe,F,34,Cuevas,167.6273,paid,"San Francisco-Oakland-Hayward, CA",758,49
The Notorious B.I.G.,Kinsley,F,3,Young,239.75138,paid,"Red Bluff, CA",776,85
Eminem / Dr. Dre / 50 Cent,Chloe,F,35,Cuevas,297.482,paid,"San Francisco-Oakland-Hayward, CA",758,49
Orchestral Manoeuvres In The Dark,Kinsley,F,4,Young,263.26159,paid,"Red Bluff, CA",776,85
Vangelis,Kinsley,F,5,Young,280.21506,paid,"Red Bluff, CA",776,85
Spandau Ballet,Kinsley,F,6,Young,333.63546,paid,"Red Bluff, CA",776,85
The Pussycat Dolls,Kinsley,F,8,Young,197.90322,paid,"Red Bluff, CA",776,85
The Hollies,Kinsley,F,9,Young,252.96934,paid,"Red Bluff, CA",776,85
Lily Allen,Kinsley,F,10,Young,190.95465,paid,"Red Bluff, CA",776,85
Fall Out Boy,Kinsley,F,11,Young,231.47057,paid,"Red Bluff, CA",776,85
Metallica,Kinsley,F,12,Young,396.40771,paid,"Red Bluff, CA",776,85
Journey,Hannah,F,0,Calhoun,244.06159,free,"Los Angeles-Long Beach-Anaheim, CA",410,64
O-Zone,Kinsley,F,13,Young,213.7073,paid,"Red Bluff, CA",776,85
The Spinners,Chloe,F,37,Cuevas,187.27138,paid,"San Francisco-Oakland-Hayward, CA",758,49
Murs,Kinsley,F,14,Young,256.7571,paid,"Red Bluff, CA",776,85
Navajita Platea,Chloe,F,38,Cuevas,261.14567,paid,"San Francisco-Oakland-Hayward, CA",758,49
Basshunter,Kinsley,F,15,Young,207.0722,paid,"Red Bluff, CA",776,85
Melody Gardot,Chloe,F,39,Cuevas,322.97751,paid,"San Francisco-Oakland-Hayward, CA",758,49
Maelo Ruiz,Kinsley,F,16,Young,292.77995,paid,"Red Bluff, CA",776,85
Aaliyah,Chloe,F,40,Cuevas,289.88036,paid,"San Francisco-Oakland-Hayward, CA",758,49
Dwight Yoakam,Kinsley,F,17,Young,239.3073,paid,"Red Bluff, CA",776,85
Coldplay,Chloe,F,41,Cuevas,307.51302,paid,"San Francisco-Oakland-Hayward, CA",758,49
Fragma,Kinsley,F,18,Young,440.76363,paid,"Red Bluff, CA",776,85
Rihanna,Chloe,F,42,Cuevas,268.25098,paid,"San Francisco-Oakland-Hayward, CA",758,49
Temple Of The Dog,Kinsley,F,19,Young,243.9571,paid,"Red Bluff, CA",776,85
Tears For Fears,Chloe,F,43,Cuevas,255.34649,paid,"San Francisco-Oakland-Hayward, CA",758,49
Base Ball Bear,Kinsley,F,20,Young,255.60771,paid,"Red Bluff, CA",776,85
Train,Chloe,F,44,Cuevas,234.50077,paid,"San Francisco-Oakland-Hayward, CA",758,49
Rufus Wainwright,Kinsley,F,21,Young,249.62567,paid,"Red Bluff, CA",776,85
Confederate Railroad,Chloe,F,45,Cuevas,202.57914,paid,"San Francisco-Oakland-Hayward, CA",758,49
Leona Lewis,Kinsley,F,22,Young,203.88526,paid,"Red Bluff, CA",776,85
Panic At The Disco,Chloe,F,46,Cuevas,259.29098,paid,"San Francisco-Oakland-Hayward, CA",758,49
Jesse Cook,Kinsley,F,26,Young,240.43057,paid,"Red Bluff, CA",776,85
Gorillaz,Chloe,F,47,Cuevas,221.20444,paid,"San Francisco-Oakland-Hayward, CA",758,49
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Kinsley,F,27,Young,277.15873,paid,"Red Bluff, CA",776,85
Paramore,Chloe,F,48,Cuevas,267.65016,paid,"San Francisco-Oakland-Hayward, CA",758,49
Yonder Mountain String Band,Kinsley,F,28,Young,297.58649,paid,"Red Bluff, CA",776,85
Nine Inch Nails,Kinsley,F,29,Young,293.69424,paid,"Red Bluff, CA",776,85
Robert Calvert,Kinsley,F,30,Young,140.61669,paid,"Red Bluff, CA",776,85
Abydos,Kinsley,F,31,Young,76.85179,paid,"Red Bluff, CA",776,85
Karsh Kale,Kinsley,F,32,Young,446.27546,paid,"Red Bluff, CA",776,85
Machine Head,Kinsley,F,33,Young,542.58893,paid,"Red Bluff, CA",776,85
Orishas,Chloe,F,50,Cuevas,247.43138,paid,"San Francisco-Oakland-Hayward, CA",758,49
Common / Vinia Mojica / Roy Hargrove / Femi Kuti,Kinsley,F,34,Young,356.07465,paid,"Red Bluff, CA",776,85
Ricardo Montaner,Chloe,F,51,Cuevas,249.41669,paid,"San Francisco-Oakland-Hayward, CA",758,49
Denise Jannah,Kinsley,F,35,Young,477.04771,paid,"Red Bluff, CA",776,85
Loudon Wainwright III,Chloe,F,52,Cuevas,147.74812,paid,"San Francisco-Oakland-Hayward, CA",758,49
Seeed,Chloe,F,53,Cuevas,192.80934,paid,"San Francisco-Oakland-Hayward, CA",758,49
Yung Berg,Chloe,F,54,Cuevas,230.63465,paid,"San Francisco-Oakland-Hayward, CA",758,49
My Chemical Romance,Ryan,M,0,Smith,184.71138,free,"San Jose-Sunnyvale-Santa Clara, CA",789,26
Country Joe & The Fish,Chloe,F,55,Cuevas,294.76526,paid,"San Francisco-Oakland-Hayward, CA",758,49
Linkin Park,Ryan,M,1,Smith,208.92689,free,"San Jose-Sunnyvale-Santa Clara, CA",789,26
Emiliana Torrini,Chloe,F,56,Cuevas,257.67138,paid,"San Francisco-Oakland-Hayward, CA",758,49
Viola,Chloe,F,57,Cuevas,260.25751,paid,"San Francisco-Oakland-Hayward, CA",758,49
Panic At The Disco,Chloe,F,58,Cuevas,114.31138,paid,"San Francisco-Oakland-Hayward, CA",758,49
Travis,Chloe,F,59,Cuevas,204.7473,paid,"San Francisco-Oakland-Hayward, CA",758,49
Kings Of Leon,Chloe,F,60,Cuevas,201.79546,paid,"San Francisco-Oakland-Hayward, CA",758,49
The Darkness,Chloe,F,61,Cuevas,206.81098,paid,"San Francisco-Oakland-Hayward, CA",758,49
Florence + The Machine,Chloe,F,62,Cuevas,168.64608,paid,"San Francisco-Oakland-Hayward, CA",758,49
Harmonia,Ryan,M,0,Smith,655.77751,free,"San Jose-Sunnyvale-Santa Clara, CA",583,26
The Prodigy,Ryan,M,1,Smith,260.07465,free,"San Jose-Sunnyvale-Santa Clara, CA",583,26
Train,Ryan,M,2,Smith,205.45261,free,"San Jose-Sunnyvale-Santa Clara, CA",583,26
Sony Wonder,Samuel,M,0,Gonzalez,218.06975,free,"Houston-The Woodlands-Sugar Land, TX",597,61
Van Halen,Tegan,F,2,Levine,289.38404,paid,"Portland-South Portland, ME",602,80
Magic Sam,Tegan,F,3,Levine,132.04853,paid,"Portland-South Portland, ME",602,80
Edward Sharpe & The Magnetic Zeros,Tegan,F,4,Levine,306.31138,paid,"Portland-South Portland, ME",602,80
Usher featuring will.i.am,Tegan,F,5,Levine,395.72853,paid,"Portland-South Portland, ME",602,80
Helen Reddy,Tegan,F,7,Levine,176.50893,paid,"Portland-South Portland, ME",602,80
Taylor Swift,Tegan,F,8,Levine,201.06404,paid,"Portland-South Portland, ME",602,80
Sean Paul,Tegan,F,9,Levine,245.34159,paid,"Portland-South Portland, ME",602,80
Soundgarden,Lily,F,0,Koch,272.19546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",582,15
The Killers,Tegan,F,10,Levine,360.75057,paid,"Portland-South Portland, ME",602,80
Amy Winehouse,Lily,F,1,Koch,165.11955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",582,15
Steve Anderson,Lily,F,2,Koch,265.06404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",582,15
Rob Zombie,Lily,F,3,Koch,220.13342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",582,15
Deadmau5 & Kaskade,Lily,F,4,Koch,595.56526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",582,15
Shania Twain,Ryan,M,0,Smith,213.7073,free,"San Jose-Sunnyvale-Santa Clara, CA",607,26
Los Campesinos,Ryan,M,1,Smith,138.10893,free,"San Jose-Sunnyvale-Santa Clara, CA",607,26
Ill Nino,Chloe,F,1,Cuevas,188.9171,paid,"San Francisco-Oakland-Hayward, CA",606,49
Mia X,Chloe,F,2,Cuevas,236.09424,paid,"San Francisco-Oakland-Hayward, CA",606,49
Rage Against The Machine,Chloe,F,3,Cuevas,314.40934,paid,"San Francisco-Oakland-Hayward, CA",606,49
Asia 2001,Chloe,F,4,Cuevas,150.30812,paid,"San Francisco-Oakland-Hayward, CA",606,49
Muse,Chloe,F,5,Cuevas,228.93669,paid,"San Francisco-Oakland-Hayward, CA",606,49
Rise Against,Chloe,F,6,Cuevas,221.17832,paid,"San Francisco-Oakland-Hayward, CA",606,49
Modest Mouse,Mohammad,M,3,Rodriguez,259.47383,free,"Sacramento--Roseville--Arden-Arcade, CA",591,88
Marc Anthony,Chloe,F,7,Cuevas,314.43546,paid,"San Francisco-Oakland-Hayward, CA",606,49
Regina Spektor,Chloe,F,8,Cuevas,191.08526,paid,"San Francisco-Oakland-Hayward, CA",606,49
Nina Sky,Tegan,F,0,Levine,101.92934,paid,"Portland-South Portland, ME",611,80
Five Iron Frenzy,Avery,F,0,Watkins,236.09424,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Kudai,Avery,F,2,Watkins,256.62649,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Pulp,Avery,F,3,Watkins,260.8322,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
SinÃÂ©ad O'Connor,Avery,F,4,Watkins,282.51383,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Paul Brown,Tegan,F,3,Levine,232.54159,paid,"Portland-South Portland, ME",611,80
Lasgo,Avery,F,5,Watkins,220.13342,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Patty Loveless,Tegan,F,4,Levine,188.13342,paid,"Portland-South Portland, ME",611,80
Eddie Vedder,Avery,F,6,Watkins,236.30322,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Rogue Wave,Tegan,F,5,Levine,234.13506,paid,"Portland-South Portland, ME",611,80
Muse,Avery,F,7,Watkins,304.84853,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Amanda Blank,Tegan,F,6,Levine,175.09832,paid,"Portland-South Portland, ME",611,80
The Smiths,Avery,F,8,Watkins,162.24608,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Old 97's,Tegan,F,7,Levine,231.28771,paid,"Portland-South Portland, ME",611,80
Selena,Avery,F,9,Watkins,316.42077,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Fat Joe,Tegan,F,8,Levine,267.10159,paid,"Portland-South Portland, ME",611,80
Stars,Avery,F,10,Watkins,193.33179,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
James Blunt,Tegan,F,9,Levine,298.4224,paid,"Portland-South Portland, ME",611,80
Mayday Parade,Avery,F,11,Watkins,203.28444,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Die Mooskirchner,Tegan,F,10,Levine,169.29914,paid,"Portland-South Portland, ME",611,80
Gorillaz,Avery,F,12,Watkins,211.77424,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Toby Keith,Tegan,F,12,Levine,208.48281,paid,"Portland-South Portland, ME",611,80
Modest Mouse,Avery,F,13,Watkins,284.18567,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Future Rock,Tegan,F,13,Levine,239.90812,paid,"Portland-South Portland, ME",611,80
Noel Pointer,Avery,F,14,Watkins,259.7873,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Callenish Circle,Tegan,F,14,Levine,226.11546,paid,"Portland-South Portland, ME",611,80
Foo Fighters,Rylan,M,0,George,250.14812,paid,"Birmingham-Hoover, AL",575,16
Portishead,Avery,F,15,Watkins,238.73261,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Taylor Swift,Tegan,F,15,Levine,245.36771,paid,"Portland-South Portland, ME",611,80
J-Live,Rylan,M,1,George,256.93995,paid,"Birmingham-Hoover, AL",575,16
The White Stripes,Avery,F,16,Watkins,110.47138,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Dwight Yoakam,Tegan,F,16,Levine,239.3073,paid,"Portland-South Portland, ME",611,80
The Black Keys,Avery,F,17,Watkins,238.99383,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Five,Rylan,M,2,George,207.62077,paid,"Birmingham-Hoover, AL",575,16
Ra,Tegan,F,17,Levine,319.9473,paid,"Portland-South Portland, ME",611,80
Coolio feat. L.V.,Rylan,M,4,George,241.57995,paid,"Birmingham-Hoover, AL",575,16
Paramore,Avery,F,18,Watkins,211.51302,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Leggo Beast,Avery,F,19,Watkins,321.93261,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Nneka,Rylan,M,5,George,226.79465,paid,"Birmingham-Hoover, AL",575,16
Diam's,Tegan,F,18,Levine,250.72281,paid,"Portland-South Portland, ME",611,80
Haley Bonar,Rylan,M,6,George,149.26322,paid,"Birmingham-Hoover, AL",575,16
Mansun,Tegan,F,19,Levine,140.53832,paid,"Portland-South Portland, ME",611,80
3 Doors Down,Avery,F,20,Watkins,237.13914,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Corrs,Rylan,M,7,George,168.07138,paid,"Birmingham-Hoover, AL",575,16
Big Tymers,Tegan,F,20,Levine,197.79873,paid,"Portland-South Portland, ME",611,80
Thursday,Avery,F,21,Watkins,215.37914,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Motion City Soundtrack,Rylan,M,8,George,111.49016,paid,"Birmingham-Hoover, AL",575,16
Usher,Tegan,F,21,Levine,224.10404,paid,"Portland-South Portland, ME",611,80
Juanes,Rylan,M,10,George,233.40363,paid,"Birmingham-Hoover, AL",575,16
The Wombats,Avery,F,22,Watkins,164.70159,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Katy Perry,Tegan,F,22,Levine,179.40853,paid,"Portland-South Portland, ME",611,80
As I Lay Dying,Rylan,M,11,George,231.78404,paid,"Birmingham-Hoover, AL",575,16
BjÃÂ¶rk,Avery,F,23,Watkins,348.57751,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Bobby Fuller Four,Tegan,F,23,Levine,138.60526,paid,"Portland-South Portland, ME",611,80
Charly GarcÃÂ­a,Rylan,M,12,George,330.89261,paid,"Birmingham-Hoover, AL",575,16
New Bomb Turks,Tegan,F,24,Levine,60.55138,paid,"Portland-South Portland, ME",611,80
The Black Keys,Tegan,F,25,Levine,196.91057,paid,"Portland-South Portland, ME",611,80
PeterLicht,Avery,F,24,Watkins,305.97179,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
John Mayer,Tegan,F,26,Levine,359.23546,paid,"Portland-South Portland, ME",611,80
Stone Temple Pilots,Rylan,M,13,George,255.32036,paid,"Birmingham-Hoover, AL",575,16
Bad Lieutenant,Avery,F,25,Watkins,266.84036,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Lily Allen,Rylan,M,14,George,192.49587,paid,"Birmingham-Hoover, AL",575,16
Neil Halstead,Tegan,F,27,Levine,294.29506,paid,"Portland-South Portland, ME",611,80
Juanes,Avery,F,26,Watkins,222.37995,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Distance,Rylan,M,15,George,300.87791,paid,"Birmingham-Hoover, AL",575,16
Slipknot,Avery,F,27,Watkins,253.98812,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Franz Ferdinand,Tegan,F,28,Levine,137.56036,paid,"Portland-South Portland, ME",611,80
Jedi Mind Tricks,Rylan,M,16,George,232.88118,paid,"Birmingham-Hoover, AL",575,16
Miles Davis,Tegan,F,29,Levine,285.20444,paid,"Portland-South Portland, ME",611,80
B.o.B,Avery,F,28,Watkins,269.63546,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Avett Brothers,Rylan,M,17,George,300.85179,paid,"Birmingham-Hoover, AL",575,16
Joshua Bell / Paul Coker,Tegan,F,30,Levine,275.93098,paid,"Portland-South Portland, ME",611,80
Bad Brains,Avery,F,29,Watkins,32.31302,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Shakira ft. Wyclef Jean,Avery,F,30,Watkins,215.90159,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Band Of Horses,Rylan,M,18,George,321.14893,paid,"Birmingham-Hoover, AL",575,16
Alesana,Tegan,F,31,Levine,185.33832,paid,"Portland-South Portland, ME",611,80
Samy Deluxe,Avery,F,31,Watkins,236.77342,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Corona,Tegan,F,32,Levine,408.60689,paid,"Portland-South Portland, ME",611,80
The Presets,Avery,F,32,Watkins,267.54567,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Pixies,Avery,F,33,Watkins,98.92526,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Existone,Tegan,F,33,Levine,652.30322,paid,"Portland-South Portland, ME",611,80
John Mayer,Avery,F,34,Watkins,258.16771,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Zakir Hussain,Avery,F,35,Watkins,722.442,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Jag Panzer,Tegan,F,34,Levine,200.38485,paid,"Portland-South Portland, ME",611,80
Two Door Cinema Club,Tegan,F,35,Levine,189.67465,paid,"Portland-South Portland, ME",611,80
Little Anthony & The Imperials,Tegan,F,36,Levine,127.42485,paid,"Portland-South Portland, ME",611,80
AndrÃÂ©s Cepeda,Avery,F,36,Watkins,211.80036,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Herb Alpert And The Tijuana Brass,Tegan,F,37,Levine,132.80608,paid,"Portland-South Portland, ME",611,80
Ozma,Avery,F,37,Watkins,144.53506,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Ozric Tentacles,Tegan,F,38,Levine,461.21751,paid,"Portland-South Portland, ME",611,80
Evanescence,Avery,F,38,Watkins,263.78404,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Weezer,Avery,F,39,Watkins,232.85506,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Flying Lotus,Jahiem,M,0,Miles,115.33016,free,"San Antonio-New Braunfels, TX",369,43
Ben Folds,Tegan,F,39,Levine,250.87955,paid,"Portland-South Portland, ME",611,80
matchbox twenty,Avery,F,40,Watkins,229.14567,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Deftones,Tegan,F,40,Levine,189.75302,paid,"Portland-South Portland, ME",611,80
Silverchair,Avery,F,41,Watkins,319.13751,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Muse,Tegan,F,41,Levine,258.06322,paid,"Portland-South Portland, ME",611,80
Zen CafÃÂ©,Avery,F,42,Watkins,259.02975,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Mariah Carey / Twista,Tegan,F,42,Levine,194.7424,paid,"Portland-South Portland, ME",611,80
Strike Anywhere,Avery,F,43,Watkins,120.00608,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Tri Sestry,Avery,F,44,Watkins,97.72363,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Don Williams,Avery,F,45,Watkins,191.03302,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Nerves,Avery,F,46,Watkins,92.86485,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Ulf Wakenius,Avery,F,47,Watkins,324.15302,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Kooks,Avery,F,48,Watkins,168.72444,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
New Radicals,Avery,F,49,Watkins,300.82567,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Wolfmother,Avery,F,50,Watkins,333.7922,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Shins,Avery,F,51,Watkins,225.61914,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Nickel Creek,Avery,F,52,Watkins,248.58077,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Pigeon John,Avery,F,53,Watkins,180.00934,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Eels,Avery,F,54,Watkins,211.48689,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Harmonia,Avery,F,55,Watkins,655.77751,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Marina And The Diamonds,Avery,F,56,Watkins,182.59546,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Eminem,Avery,F,57,Watkins,284.86485,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Hassisen Kone,Avery,F,58,Watkins,162.61179,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Dwight Yoakam,Avery,F,59,Watkins,239.3073,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Sunlounger,Avery,F,60,Watkins,594.15465,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Youssou N'Dour,Avery,F,61,Watkins,238.39302,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Decemberists,Avery,F,62,Watkins,209.08363,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
The Ruts,Avery,F,63,Watkins,185.75628,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Adrian Legg,Avery,F,64,Watkins,122.77506,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Bedrock,Avery,F,66,Watkins,664.0322,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Prince & The Revolution,Kate,F,0,Harrell,280.00608,paid,"Lansing-East Lansing, MI",605,97
The Zombies,Kate,F,1,Harrell,157.33506,paid,"Lansing-East Lansing, MI",605,97
Portishead,Kate,F,2,Harrell,238.0273,paid,"Lansing-East Lansing, MI",605,97
Jack Johnson,Avery,F,67,Watkins,212.68853,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Justice,Kate,F,3,Harrell,205.50485,paid,"Lansing-East Lansing, MI",605,97
Snow Patrol,Avery,F,68,Watkins,223.18975,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,30
Lemon Jelly,Kate,F,4,Harrell,238.47138,paid,"Lansing-East Lansing, MI",605,97
